text,age,label,assessment,Война и мир,Игра в войну ,Реальность виртуального ,Антимилитаризм,Свой-чужой ,Патриотизм ,Положительная оценка СССР,Отрицательная оценка СССР,Критика 90-ых годов / Все о 90-ых,Клюква,Политическая ирония,Образ будущего ,Повесточка,Запрос на социальную справедливость и равенство,Запрос на объективность ,Запрос на альтернативность ,Запрос на субъектность ,Негативный национализм,Позитивный национализм ,Поддержка СВО,Критика СВО,СВО и ее последствия,Актуальные проблемы ,Критика власти/режима,Поддержка власти/режима,Принадлежность к идеологии: левый,Принадлежность к идеологии: правый,Принадлежность к идеологии: либерал/центрист,Ценности: гуманизм/антигуманизм,Мобилизационный и/или мотивационный потенциал ,Международная и/или мировая политика,Оппозиция,Личности и\или политики,Образ народа,Иное
"Итак, отмечу для начала, что обзор пишется на момент прохождения шестой миссии за Саксонсую империю! Поговорим о достоинствах игры - для меня одним из критериев того, что игра отличная, стал жуткий интерес к Первой мировой войне, а еще то, что являюсь ярым фанатом жанра Альтернативная история. Разрабы совместили эти два интереса в один продукт, я не был бы собой, если бы не уделил ему внимания!
ЛОР прописан весьма интересно - три основных участника конфликта и много-много отсылок на другие державы, которые или отвоевались, или воюют, или готовятся к затяжным сражениям. Мир, где изобретения Теслы совершенно изменили лицо Земли, невероятно жив, красочен! 
Сюжет, на котором много акцентируют внимание и разработчики, и пресса, и игроки, реально крут и увлекает! Здесь вы не найдете абсолютно положительных или же абсолютно отрицательных персонажей - герои противоречивы, почти у всех есть развитие в течение игры. Нет неприятия к саксонцам, хотя казалось бы в любой мировой войне виноваты всегда германцы. Русветцы вовсе не пьяные с дубиной наперевес мужики - браво создателям за те или иные реплики солдат армий, где один парень скучает по своей новорожденной дочери, а другой вспоминает с упоением о том, что он был до войны обычным фермером и гнал молоко!
Особняком выделю миссии НЕ на развитие со строительством войск и завоеванием территорий. Офигенно круто было поработать стрелочником при проводе поланского поезда, вывести киборга из русветской лаборатории и военной базы, спасти царя Николая. А самой любимой у меня оказалась миссия про проникновение Ольги на тайную встречу Фенриса. Считаю это очень элегантное решение создателей игры познакомить лучше игроков с миром Iron Harvest - собирая разговоры тех или иных граждан на празднике мы с удивлением узнаем о том, что после Гражданской войны есть Северная Америка и Южная Конфедерация и они снова на грани конфликта, ""некий"" альбионец возглавил аравийцев и нападает на коммуникации саксонцев !!!в Африке!!!, сёгунат Такава (похоже что реставрация Мэйдзи и императорская династия в Японии в этой истории не случилась) готовится к расширению владений!
Графика приятна глазу - разваливающиеся на кирпичики здания от неповоротливых мехов, монументальная поступь самих аппаратов, анимация взрывов и отваливающихся кусков железа дают нам понять, что хоть это и иной мир, но война здесь ой как реальна! В каждой из армий у меня появились свои любимчики, будь то Шмелый поланский шагоход, уэсьма мощщщный Уася Серп, семенящий на своих восьми конечностях Вотан.
Саундтрек за авторством Адама Скорупы (привет гений музыки Painkiller и The Witcher!!!) я прослушал задолго еще до знакомства с самой игрой и отдельные композиции заслушаны мною уже до дыр. И восхищает, что можно включить разные варианты озвучки - от национального колорита до полностью переведенной на русский речи. Звуки взрывов, выстрелов и движения мехов также не вызывают нареканий!

Ну а теперь о недостатках, которые безусловно есть, но достоинства игры не перевешивают.
Дизайнерам миссий на развитие я реально хочу посмотреть в глаза - насколько утомительно собирать подолгу ресурсы и строить армии, что в итоге выливается в давление массой без каких-либо элегантных решений и пространств для маневра. Я конечно не мастер игры в RTS, но попридумывать всякие фишки во время прохождения не получалось совершенно! Хотя есть предположение что таковой фишкой стала смена оружия у пехоты, но я ее не оценил... Либо мне этот элемент просто чужд, либо я не научился им пользоваться, но куда проще было наштамповать пехоты, чем заниматься переквалификацией бойцов. Заметил, что в середине кампании за Саксонию ящиков с оружием становилось все меньше и меньше - может и сами создатели под конец поняли муторность идеи.
Постоянные обновления вызывали больше неудобств, как-то баги и лаги во время миссий или же, что выводило порой из себя, ИСЧЕЗНОВЕНИЕ сохранений! И это притом, что ты реально потел,сохранял чуть ли не перед финишем игру, а в итоге начинал сызнова. Не один геймерский пукан прожег игровое кресло и стул, я предполагаю!
Вызовы заданий кое-где считаю неоправданно задранными для игроков, а даже если бы удавалось пройти на 100% каждую миссию, то почему нет толковых наград?! Рамки, портреты и фоны? Вы серьезно что ли?! Где-то сейчас зло ворчит старина Дюйсбур, вспоминая былые деньки и награды от прохождения миссий Starcraft 2.
Увы, но не всем тема альтернативной истории и ПМВ будет интересна и привычна, где-то потребуются специальные знания по нашей истории и знанию правителей.

Что бы в дальнейшем хотелось увидеть? Больше интересных сюжетных дополнений! С удовольствием бы поиграл в нападение Сёгуната на русветский Дальний Восток и завоевание саксонских колоний на Тихом океане и китайской крепости Циндао (в нашей истории у Германской империи там реально были колонии). Или же познакомиться с русветскими поселениями на Аляске и Калифорнии с последующим развитием конфликта с американцами! Поле для творчества у разработчиков обширнейшее!
Странно, что в этой версии мира после ПМВ у сторон нет авиации - дирижабль фон Штайница не в счет! Надеюсь в дальнейшем это исправят! Опять же если будут приморские карты, то можно было бы сторонам вручить и флот ( эх погоняем по Висле поланские флотилии, гыгыгы).
Миссии на развитие надо серьезно переработать, сократить по времени и дать больше поля для творчества при прохождении.
Наградами же за успешное прохождение должны стать ресурсы, которым потом можно воспользоваться при старте следующих миссий, либо открытие к спецвойскам и спецспособностям или же новым способностям у героев!

В итоге имеем крепкого и надежного как Брунгильду представителя жанра RTS, который очень хорош и ему еще есть куда расти! Желаю создателям успеха в их дальнейшем продвижении мира Iron Harvest, а всем фанатами альтерантивной военной истории потрясающих эмоций от игры!
",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.3.2021,Положительный
"С ""Айрон харвестом"" всё сложно. Вызывает смешанные ощущения.

С одной стороны, это очень качественно сделанная CoH-образная RTS с очень крутой поддержкой. Студия продолжает выпускать патчи, дорабатывая и полируя своё творение — баланс, отзывчивость, багофикс (вместо того, чтобы просто выкидывать копеечные ДЛЦ за тонну бабла). Немногие игровые проекты могут похвастаться этим. К тому же, вселенная Серпа! В который наиграно много. К тому же, просто сеттинг интересный. Мехи. Анна и Войтек, прочие ""знаменитости""... 

С другой... я так и не могу заставить себя её пройти. То ли дело в скучноватой коридорной кампании, то ли я не сильно фанат кор-механик Company of Heroes (по сравнению даже с Dawn of War), то ли здесь просто не хватает некоего ""блеска"" и пафоса войны? Мир пустоват и не слишком правдоподобен. Как пример: если в ""Компани оф Хероес"" дурацкие флаги на полях войны оправдывали себя своей явной условностью, то в ""Айрон Харвесте"" захватываемые ""рудники""  и ""нефтяные вышки"" пытаются притворяться осмысленными деталями ландшафта — будучи при этом очевидно ненужными в контексте карты; создаётся ощущение того, что на местность просто накидали игровых объектов... И это далеко не единственный такой момент, который понемногу точит, рушит положительные ощущения.

Хотя в целом, конечно, игре жирный палец вверх. Мелких придирок много, но проект всё-таки классный!",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.2.2021,Положительный
"Iron Harvest – очень традиционная, даже олдовая стратегия в реальном времени. Строительство базы и юнитов, борьба за два вида ресурсов, развитие от слабых солдат до громадных боевых машин, тактические схватки. Играбельных фракций три: Русвет, гибрид СССР и царской России, Полания, основанная на Польше, и не нуждающаяся в пояснениях Саксония.
Отдельно отмечу разнообразие миссий в сюжетных кампаниях. Разработчикам явно не давали покоя слава и успех Warcraft III, поэтому они постарались сделать каждый уровень не просто стратегией, а маленькой историей с уникальными механиками, иногда нарушающими границы жанров. Тут есть и классическое строительство базы, и миссии по зачистке карты ограниченными силами, и сопровождение поезда, и даже стелс.
Визуально Iron Harvest выглядит неплохо, особенно если учитывать ограниченные ресурсы разработчиков, но не более того. Дизайны большинства локаций похожи на виды любой другой RTS, в которую вы играли, но в городах всё смотрится бодрее. Анимации разрушения зданий удались на славу: так как мехи потенциально сносят почти всё, что угодно, сражения напоминают настоящую войну с обрушением домов, взрывающимися дотами и разбитыми укреплениями. Выглядит вдвойне круто, когда в дело вступают по-настоящему большие роботы.
Правда, как воплощение картин Ружельски Iron Harvest далеко не идеальна. Проблема тут в самом жанре: работы художника интересны не столько дизайнами роботов, сколько намёками на маленькие сюжеты и контрастом между пасторальными пейзажами и футуристическими боевыми машинами. Всего этого в игре нет, и, в общем-то, не могло быть. В рамках RTS сложно рассказывать небольшие истории или эффективно задать нужную атмосферу – вас с самого начала бросают в горнило войны. Так что из Ружельски тут остались только конкретный облик боевых роботов да восточноевропейский колорит.



Iron Harvest – неплохая игра. Освоив сюжетную кампанию, её можно пройти с интересом, а сценарии радуют динамичным геймплеем: на то, чтобы пройти небольшую карту, уходит меньше 10 минут, даже если специально не торопиться и максимально улучшать все здания.
Мелкие шероховатости в геймплее мог бы компенсировать хороший сюжет, но он слишком стандартный для жанра, чтобы серьёзно привлечь к себе внимание. Остаётся надеяться, что со временем игра выправится: благо фанаты Ружельски и люди изголодавшиеся по старым-добрым RTS, наверняка обеспечат ей неплохие продажи.

Я не прошел дополнение про Революции но игра в основном мне понравилось, но очень скромный набор карт для сценариев;",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.2.2021,Положительный
"Путь один у нас - вперёд,
Очень гордый мы народ,
Только правда, только честь,
Наших сил не перечесть.

Пусть в недуге удержать,
Эй, товарищ, неже страх,
Страха нет и смерти нет,
Это миру наш ответ!

Славься, славься наш Русвет,
Страха нет и смерти нет!
Славься, славься наш наш Русвет,
Легкой смерти ведь нет!»",Любой,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,31.1.2021,Положительный
отвратная политота. пшеки чешут ЧСВ.,Любой,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,29.1.2021,Отрицательный
"игруля хороша, но у меня (а значит и возможно у вас) сломалась третья миссия Русвета мирные переговоры, или как то так. В конце стелса, Олька не хочет заходить в здание, задания уже выполнены, а геймплей продолжается",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23.1.2021,Положительный
Збс. Кампания топ. И обилие клюквы идет только ей на пользу.,Любой,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,30.12.2020,Положительный
"Отличная игра. Лучшая сюжетная линия в РТС со времен sf2. Более того душу греет альтернативная история, где живой царь Николай и Распутин) Прикольные фантазии на тему ""а что, если?""",23-30,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,28.12.2020,Положительный
"Игра потрясающая, показывает какой была война
немного грустно только от того что она на 9 часов сюжета
но мне она очень понравилась и это определенно нужно пройти самому!",17-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,23.12.2022,Положительный
"Доброго времени суток
ДОСТОИНСТВА:
Игра о Второй мировой войне
Приятная графика на сегодняшний день 
Геймплей
Мрачная сюжетная линия
Драматизм 
Качественный саундтрек
Вторая мировая
реалистично стреляет оружие
Масштабные и долгие миссии
Хорошая оптимизация
Много режимов игры
Угасание здоровье
Чуть-чуть интерактивности
Нововведения
НЕДОСТАТКИ:
ЦЕНА

Call of Duty: WWII получилась очень даже хорошая. Действие Call of Duty: WWII происходит во 2 мировую войну, где вам предстоит поиграть за солдата, который воюет за Америку. Графика стало намного лучше, если сравнивать с прошлыми частями. Остались зрелищные сцены. Есть интересные задания бронетехникой, которые было действительно интересно пройти.
",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18.12.2022,Положительный
"Call of Duty: WWII – шутер от первого лица, расскажет очередную историю о второй мировой войне. Вы – Рональд Дэниелс, рядовой первого класса, который по зову долга взял в руки оружие и пошел против захватчиков плечом к плечу с такими же храбрецами, как и он. Мировая война – всемирное поле битвы, оно не знает пощады, и подтверждение тому день Д, ожидающий нашего героя впереди. Сможет ли он выжить в этом аду и вернуться домой? Готовы ли вы встретиться со смертью лицом к лицу, взглянув в глаза своего врага? Готовы? Тогда удачи, она тебе пригодится.

Спустя длительное время серия Call of Duty возвращается к своим истокам, а точнее к сеттингу второй мировой. Кто-то скажет, но это ведь вторая часть серии World at War, еще бы она не была о второй мировой. Однако подождите, WW может быть и будущим, третьей мировой, поэтому я предпочитаю считать ее именно как возвращение к своим истокам. Со второй мировой и началась длинная серия игры под названием Call of Duty. Что я могу сказать о самой WWII? Сразу расставлю точки над i, все последующее написанное является только моим мнением. Графика в игре весьма добротная, и при первых ее минутах я играл чуть ли не с открытым ртом. Геймплейно мне тоже все понравилось, ощущается дух старого доброго Call of Duty, возникало чувство, словно я играю в ремастер первой части CoD, особенно миссия зимой. Играя, мне удалось ""ощутить” вес оружия, его отдачу при выстреле, а такое не часто встретишь в шутерах. Самой вишенкой на торте для меня стал сюжет. Честно, я не понимаю за что хейтят эту игру, есть множество других, где прохождение составляет 7 – 10 часов. Они имеют огромное количество положительных отзывов, и никто не говорит о малом времени, за что в основном и упрекают данную игру. И я с огромным удовольствием все это время наблюдал за сюжетом. Не так переживал за Роуча и Гоуста с CoD MW2, как за здешних персонажей. И для меня, пожалуй, сюжетно — это лучшая часть CoD, среди которых я играл. Заставить искренне переживать за судьбу своего игрового ""друга"" многого стоит.

Рекомендую ли я вам данную игру? Да, даже не смотря на то количество отрицательных обзоров, которые, снова же, в основном сводятся ко времени прохождения кампании.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.9.2022,Положительный
"Сюжетка очень достойная, графон на высоте, а [b]CGI[/b] ролики, что показывают перед миссиями, сделаны просто ахренительно. 

Показан довольно таки интересный отрезок Второй Мировой, лично я редко встречал этот период войны в других играх ([b]Высадка в Нормандии[/b] исключение) и вообще, сюжет к моему удивлению закончился всеобщим [b]хеппиэндом[/b], что большая редкость для этой серии, да и вообще для игр, действие которых разворачивается в этот жуткий промежуток нашей истории.

Единственный по настоящему недостаток - это управдение военной техникой на [b]клавомыше[/b]. Оно сделано просто максимально [b]yебищно[/b], и спасти ваши нервы сможет лишь [b]геймпад[/b], особенно если играть на ""[b]Ветеране[/b]""
Ну а если у вас геймпада нет... что ж, мои искренние соболезнования.

И да, российский дубляж тут просто [b]дepьмо[/b].",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,28.8.2022,Положительный
"[h1] Предисловие [/h1]

Было время, когда людям просто не терпелось поиграть в очередную игру про Вторую мировую, и все было в порядке. На самом деле, я уверен, что немногие помнят, что причина, по которой мы сейчас играем в Call of Duty, связана с «менее известной» игрой под названием Medal of Honor: Allied Assault.

Справедливости ради следует отметить, что Medal of Honor: Allied Assault не была первой игрой в серии, но стала первым большим хитом во франшизе. Запоминающаяся миссия по высадке коры в день «Д» на пляжах Нормандии вызвала у нас мурашки по коже, поскольку она была очень похожа на то, что мы уже видели в фильме Спилберга «Спасти рядового Райана», и потому что это была совместная работа со знаменитым режиссером.

К несчастью для серии, Electronic Arts сделала несколько очень плохих шагов по отношению к разработчикам Medal of Honor, 2015 Inc, и попыталась их купить. Несколько разработчиков, в том числе Винс Зампелла, ушли и создали новую студию под названием Infinity Ward. Они продолжали создавать серию Call of Duty и в значительной степени ответственны за то, что мы имеем сегодня.

С тех пор они покинули Infinity Ward, но франшиза Call of Duty выжила, и теперь последняя итерация создается студией Sledgehammer Games. Это отличное продолжение серии, и вернуться во Вторую мировую для вдохновения было отличной идеей.

[h1] Сюжет [/h1]

Понятно, что сюжет в играх Call of Duty в основном служит основой для многопользовательской составляющей. В какой-то момент мультиплеер в Call of Duty стал действительно привлекательным для многих людей и стал приоритетным при разработке. Я не могу сказать наверняка, что то же самое произошло с текущим названием в серии, но это действительно так.
Теперь, как я сказал ранее, история не то, что поразит людей, но это и не должно. В данном случае это система доставки главных героев. Нам важна их история, а не общее направление действия.

https://steamcommunity.com/sharedfiles/filedetails/?id=2845652072

Это приятельская драма о дружбе между двумя людьми в конце Второй мировой войны. Чувство товарищества между двумя близкими друзьями, которые вместе проходят через ад, сложно воплотить в солидной экшн-игре, но это именно то, что происходит. всем радуга и солнце. Единственное, что мне не понравилось в этой истории, так это постоянный конфликт между лейтенантом Джозефом Тернером и сержантом Уильямом Пирсоном, а затем между Пирсоном и персонажем, которого вы играете. Это слишком избыточно, и ей не хватает реальной мотивации.

Позже мы узнаем, что у Пирсона есть свои причины быть таким, какой он есть, но все еще трудно поверить в его характер. Он в основном изображается как придурок, который всегда конфликтует со всеми, и это удерживает от всего опыта. Итак, теперь я сражаюсь с нацистами и своим сержантом?

https://steamcommunity.com/sharedfiles/filedetails/?id=2845652008

Здесь нет больших спойлеров, поскольку игра довольно предсказуема, за исключением последних нескольких миссий, которых я не ожидал. Достаточно сказать, что игра принимает личный оборот, вдали от хаоса войны.

[h1] Геймплей [/h1]

Activision пыталась революционизировать игровой процесс после того, как они перенесли его из Второй мировой войны, но так и не прижились. Оказывается, людей больше интересует то, как люди воевали в прошлом, а не экзоскелеты и навороченная футуристическая экипировка.

https://steamcommunity.com/sharedfiles/filedetails/?id=2845652101

В любом случае, не удивляйтесь, если в Call of Duty: WWII вас ничем не удивишь. Вы получаете пистолет, вы продвигаетесь вперед, вы захватываете позицию, а затем вам нужно ее удерживать. Честно говоря, это случается чаще, чем мне хотелось бы, но это не умаляет общего ощущения, что я выигрываю.

Также иронично видеть, что серия вернулась к старым аптечкам, отказавшись от регенерации, тем более что одна из старых игр франшизы фактически сделала ее известной. В любом случае, это небольшое неудобство, и тот факт, что у меня почти никогда не заканчиваются аптечки, немного раздражает.

[h1] Итог [/h1]

https://steamcommunity.com/sharedfiles/filedetails/?id=2845651733

Я не могу отделаться от ощущения (снова это слово), что Call of Duty: WWII — это определенное улучшение серии, и я могу только надеяться, что они решат остаться в этом временном промежутке. Теперь, когда Sledgehammer Games доказали, что они справляются с этой задачей, вполне вероятно, что они продолжат выпускать отличные релизы.
",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.8.2022,Положительный
"Пожалуй это лучший шутер по 2й мировой в который я играл. Ураганная история наших СУПЕР героев не отпускает от начала и до самого конца, более того хочется ещё! Никакой историчности здесь мы не увидим, советского союза нет, побеждает бэтман и вот это вот всё, нет, слава богу их здесь нет. ППШ у немцев, ну да ладно, про историчность мы забыли и играем как есть. К игре стоит относиться как к истории конкретных солдафонов и никакой политики, тогда зайдёт как следует и без смазки. Очень надеюсь что и наши когда-нибудь научатся делать такие шутеры и без упоминания о всяких незначительных союзниках(сша, бриташки...). Оптимизация/графика/звук 10 из 10. Буря восторгов, в мультиплеер и режим зомби даже заглянуть не успел. Играть, играть и ещё раз играть.",17-22,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26.6.2022,Положительный
"[h1] Миссия на танках, ммм так нравится долбится в за..... [/h1] 
p.s я не яв-сь фанатом данной серии, что я расписываю ниже лично мое мнение, и оно может не совпадать с вашим. 

Приветствую всех на моем обзоре по данной столь интересной игре как CoD WWll. 
Как обычно, по традиции я расспишу о цене игры, стоит ли ее покупать , графике, сюжете, геймплей, а также про доп режимы, аля мультиплеер и зомби. Погнали!
[h1] Цена игры [/h1]
Прайс обычной версии составляет - 2000 рублей, что не мало. Если брать со скидкой в 67%, то 660, что уже куда приятней. Deluxe версию я бы не советовал покупать т.к там особо много и не дают, вы лишь переплатите в 2-3 раза и получите кусок г. Теперь чтобы вам понять стоит ли ее покупать именно ВАМ я буду ниже рассписывать различные пункты, сюжет без спойлеров. Я всегда конечно советую подождать скидок, но бывает так что людям невтерпеж и я пытаюсь поделится в чем есть плюсы и минусы, чтобы его подтолкнуть или же наоборот к данной покупке. 
[h1] Скриншоты игры [/h1]
https://steamcommunity.com/sharedfiles/filedetails/?id=2825782253
https://steamcommunity.com/sharedfiles/filedetails/?id=2825782500
https://steamcommunity.com/sharedfiles/filedetails/?id=2825782316
[h1] Сюжет (без спойлеров) [/h1]
Играли ли вы в Call of Duty 2? Я думаю да, так вот американская кампания там почти такая же. Очень захватывающе с нормально прописанным сюжетом. Взрывы, эпичные моменты, грусть, страдание от войны и многое другое, что необходимо в таких играх. Тем более это вторая мировая, одна из самых интересных времен нашей планеты. Оружия, техника, все это было интересно познавать. 
Финал игры спорный, сами поймете почему. Продолжительность игры составляет 6-7+ часов, ну еще смотря на какой сложности. 
Сюжет очень интересный и за него можно спокойно отдать 660 руб, но заметьте что в игре есть как мп так и зомби в придачу. 
[h1] Геймплей / Интерфейс [/h1]
Геймплей как и сюжет драйвовый, захватывающий, ктр радует глаз. Боевка тоже на отличном уровне, придиратся не к чему, разрабы на крупном опыте, так что не наложают. Интерфейс удобный и понятный, единственное что лично мне мешало это аптека на клаву 6 и способность союзника на N, все это дело я сменил на боковые кнопки мыши. За счет своего геймплея игра вам понравится. 
Вам придется играть пешом, на танке, на самолете, на обычных тачках с пулеметами и др подобных. Все это круто. 
[h1] Мультиплеер и Зомби-режим [/h1]
Основная идея CoD это мультиплеер, тоже как и в BF. Мультиплеер напичкан рызными интересными штукенциями и в него интересно играть, прокачивать лвл, оружия, после кастомизировать себя и оружия. Драйв в нем присутствует, множество режимов, но я предпочитаю все же обыкновенный дезматч в него всегда играет нормальное колличество людей. Ясное дело что если вы новичок, вам не будет легко, вы постепенно будете прокачивать свой скилл и аим в игре. Мультиплеер мне зашел, рекомендую. 
Далее поговорим о легендарном режиме, самый что есть сок и изюменка CoD. 
Зомби режим, во всех частях CoD восхитителен, его делают абсолютно всегда интересным. Драйв в нем только увеличивается, волны будут идти за одной и вам необходимо выполнить все задачи для прохождения уровня. Крч опробуйте сами, это круто. Тем более время второй мировой. 
[h1] Стоит ли покупать ? / Рекомендую ли? [/h1] Определенно Да! Рекомендую игру за ее столь насыщенность, рассписаную выше. Но все же лучше ее приобрести со скидоном. 
Итак оценим ее по баллам. 
Сюжет 2/3
Геймплей 2/2
Мультиплеей + Zombie 2/3
Захватывает ли 2/2
Итого 8 из 10. Рекомендую.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,26.6.2022,Положительный
"Купите игру и останьтесь без игры и денег. Ничего больше не берите в стим!!!!!!!!!!!! Activision 0% борьбы с читами в мультиплеере, зато лезем в политику!!!!!!!!!!!!!!!!!!!! Исторической правды 0. США вступили в войну за пару месяцев до её конца. против них сражалось лишь около 2% армии объединённой европы. Делайте нормальные оптимизированные игры и нулите читы, лицемерные политиканы!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Вот список агрессии США без каких либо на то причин (не защищали себя и свою землю):
1906        Куба        Вторая оккупация Кубы
1912        Никарагуа        Американские войска вмешиваются во внутриполитическое противостояние и оккупируют Никарагуа до 1933 года
1915        Гаити        американская оккупация Гаити до 1934 года и управление ей как протекторатом. После вывода американских войск сохранение контроля над финансовой политикой
1916        Доминиканская республика        Американская оккупация в Доминиканской Республики до 1924 года
1917        Европа        Участие США в Первой мировой войне на стороне Антанты против Центральных держав. Участие в оккупации Рейнской области до 1923 года
1918        Россия        Интервенция во время Гражданской войны в России. Совместно с Великобританией и Францией войска США высаживаются в Архангельске, совместно с японцами — во Владивостоке
1941        Европа/Восточная Азия        Участие США во Второй мировой войне Основными противниками являются Японская империя и Германский Рейх. Послевоенная оккупация побеждённых стран
1950        Корея        США возглавляют интервенцию сил ООН во время войны в Корее, воспользовавшись бойкотом Совета Безопасности со стороны СССР
1958        Ливан        США интервенируют в Ливанском кризисе 1958 года
1959        Лаос        Гражданская война в Лаосе
1964        Вьетнам        США массированно вмешиваются в войну во Вьетнаме. В ходе военных действий в стране находятся до 550 тысяч солдат США. Вывод войск осуществляется лишь в 1975 году.
1965        Доминиканская Республика        Оккупация республики до 1966 года после переворота против президента Хуана Боша. Страной управляет военная хунта, пришедшая к власти с помощью США. Начало гражданской войны. США интервенируют с 42 тысячами морских пехотинцев и проводят выборы, в результате которых победителем становится Хоакин Балагер, служивший около 30 лет диктатору Трухильо. В тесном сотрудничество с американцами Балагер управляет страной следующие 35 лет.
1967        Камбоджа        Гражданская война в Камбодже
1977        Сальвадор        Гражданская война в Сальвадоре
1980        Иран        Операция «Орлиный коготь» по освобождению американских заложников в американском посольстве в Тегеране проваливается.
1982        Ливан        В составе возглавляемой ими международной коалиции США интервенирует в Гражданской войне в Ливане. В результате ряда террористических актов международная коалиция покидает Ливан.
1983        Гренада        В результате госпереворота к власти приходит новое правительство, ориентирующееся на Советский Союз. Это приводит к вторжению США на Гренаду
1986        Ливия        В качестве акта возмездия за ливийские террористические акты США бомбят объекты в Триполи и Бенгази (Операция «Каньон Эльдорадо»)
1989        Панама        Вторжение США в Панаму
1991        Персидский залив        Война в Персидском заливе — международная коалиция во главе с США освобождает Кувейт, оккупированный Ираком
1992        Сомали        Участие США в миротворческой операции ООН в Сомали
1992        Босния и Герцеговина        Боснийская война
1994        Гаити        Интервенция США на Гаити, санкционированное резолюцией СБ ООН № 940.
1999        Югославия        Война НАТО против Югославии
XXI век
Год        Регион        Описание военных действий
2001        Афганистан        В ответ на террористические акты 11 сентября 2001 года в Нью-Йорке и Вашингтоне США начинают Войну в Афганистане, которая официально завершилась в 2014 году. С 2015-го действия постепенно возобновляются. В 2021 году связи с захватом власти движением ""Талибан"" над Афганистаном военные действия США на территории Афганистана прекратились. США оставили много военной техники общей ценой на 85 миллиардов долларов.
2003        Либерия        Вторая гражданская война в Либерии
Ирак        Иракская война, в которой участвует также ряд американских союзников. После свержения режима Саддама Хусейна начинается многолетняя оккупация, характеризованная высоким уровнем насилия в стране, которое стоило жизни, по разным данным, до 655 тысячам иракцев[1].
2004        Пакистан        Война в Северном Пакистане
2011        Ливия        Воздушные удары и ракетный обстрел страны в рамках Первой интервенции в Ливию (2011) Итогом явилось свержение и убийство главы государства Муаммара Каддафи
2014        Сирия        Вторжение США и их союзников в Сирии
2015        Йемен        Ракетные удары США по позициям йеменских повстанцев — хуситов и активная поддержка интервенции Саудовской Аравии и её союзников в Йемене
Камерун        Военная операция США в Камеруне
Ливия        Вторая интервенция в Ливии",30+,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,6,8.3.2022,Отрицательный
